Countyfp,Geoid,Station Id,Intptlat,Intptlon,Station Name,NAME (DECENNIALPL2020.P2-Data.csv),Name1,Namelsad,Tractce,Aland,Awater,F1,Geometry,Lat1,Long1,Total Population,Total Hispanic or Latino,Percentage Hispanic or Latino,Total Not Hispanic or Latino,Percentage Not Hispanic or Latino,Total White,Percentage White,Total Black,Percentage Black,Total American Indian,Percentage American Indian,Total Asian,Percentage Asian,Total Hawaiian,Percentage Hawaiian
25,25025010103,10,42.3498504,-71.1034992,B.U. Central - 725 Comm. Ave.,"Census Tract 101.03, Suffolk County, Massachusetts",101.03,Census Tract 101.03,10103,288105,0,61,Polygon,42.350406,-71.108279,4697,513,0.10921865,4027,0.857355759,2661,0.566531829,352,0.074941452,13,0.002767724,942,0.200553545,4,0.000851607
25,25025010103,446,42.3498504,-71.1034992,700 Commonwealth Ave.,"Census Tract 101.03, Suffolk County, Massachusetts",101.03,Census Tract 101.03,10103,288105,0,388,Polygon,42.34960945,-71.10391524,4697,513,0.10921865,4027,0.857355759,2661,0.566531829,352,0.074941452,13,0.002767724,942,0.200553545,4,0.000851607
25,25025010103,227,42.3498504,-71.1034992,Silber Way,"Census Tract 101.03, Suffolk County, Massachusetts",101.03,Census Tract 101.03,10103,288105,0,196,Polygon,42.349496,-71.10057592,4697,513,0.10921865,4027,0.857355759,2661,0.566531829,352,0.074941452,13,0.002767724,942,0.200553545,4,0.000851607
17,25017352102,144,42.3685228,-71.0758378,Rogers St & Land Blvd,"Census Tract 3521.02, Middlesex County, Massachusetts",3521.02,Census Tract 3521.02,352102,413262,135921,222,Polygon,42.36575798,-71.07699394,2663,192,0.072099136,2358,0.885467518,1695,0.636500188,103,0.038678183,1,0.000375516,524,0.19677056,3,0.001126549
17,25017352102,182,42.3685228,-71.0758378,Museum of Science,"Census Tract 3521.02, Middlesex County, Massachusetts",3521.02,Census Tract 3521.02,352102,413262,135921,192,Polygon,42.36769018,-71.07116282,2663,192,0.072099136,2358,0.885467518,1695,0.636500188,103,0.038678183,1,0.000375516,524,0.19677056,3,0.001126549
17,25017352102,84,42.3685228,-71.0758378,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,"Census Tract 3521.02, Middlesex County, Massachusetts",3521.02,Census Tract 3521.02,352102,413262,135921,32,Polygon,42.366981,-71.076472,2663,192,0.072099136,2358,0.885467518,1695,0.636500188,103,0.038678183,1,0.000375516,524,0.19677056,3,0.001126549
17,25017352102,90,42.3685228,-71.0758378,Lechmere Station at Cambridge St / First St,"Census Tract 3521.02, Middlesex County, Massachusetts",3521.02,Census Tract 3521.02,352102,413262,135921,15,Polygon,42.370677,-71.076529,2663,192,0.072099136,2358,0.885467518,1695,0.636500188,103,0.038678183,1,0.000375516,524,0.19677056,3,0.001126549
25,25025010405,554,42.3398656,-71.0895958,Forsyth St at Huntington Ave,"Census Tract 104.05, Suffolk County, Massachusetts",104.05,Census Tract 104.05,10405,364894,0,492,Polygon,42.339202,-71.090511,6853,547,0.079819057,5977,0.872172771,3793,0.553480228,683,0.099664381,5,0.000729607,1332,0.19436743,0,0
25,25025010104,53,42.34943,-71.0937493,Beacon St / Mass Ave,"Census Tract 101.04, Suffolk County, Massachusetts",101.04,Census Tract 101.04,10104,281681,5013,66,Polygon,42.350851,-71.089886,5063,533,0.105273553,4339,0.857001778,3135,0.619198104,184,0.03634209,19,0.003752716,962,0.190005925,1,0.000197511
25,25025010104,33,42.34943,-71.0937493,Kenmore Sq / Comm Ave,"Census Tract 101.04, Suffolk County, Massachusetts",101.04,Census Tract 101.04,10104,281681,5013,47,Polygon,42.348706,-71.097009,5063,533,0.105273553,4339,0.857001778,3135,0.619198104,184,0.03634209,19,0.003752716,962,0.190005925,1,0.000197511
25,25025010104,361,42.34943,-71.0937493,Deerfield St at Commonwealth Ave,"Census Tract 101.04, Suffolk County, Massachusetts",101.04,Census Tract 101.04,10104,281681,5013,300,Polygon,42.34924377,-71.0972821,5063,533,0.105273553,4339,0.857001778,3135,0.619198104,184,0.03634209,19,0.003752716,962,0.190005925,1,0.000197511
25,25025010104,294,42.34943,-71.0937493,Deerfield St at Commonwealth Ave,"Census Tract 101.04, Suffolk County, Massachusetts",101.04,Census Tract 101.04,10104,281681,5013,257,Polygon,42.34920569,-71.09727063,5063,533,0.105273553,4339,0.857001778,3135,0.619198104,184,0.03634209,19,0.003752716,962,0.190005925,1,0.000197511
17,25017374700,535,42.350031,-71.2482919,Auburndale,"Census Tract 3747, Middlesex County, Massachusetts",3747,Census Tract 3747,374700,2372489,175947,476,Polygon,42.34805542,-71.24775946,4602,296,0.064319861,4097,0.890265102,3074,0.667970448,115,0.024989135,6,0.001303781,865,0.187961756,0,0
25,25025070502,39,42.3411012,-71.0737001,Washington St. at Rutland St.,"Census Tract 705.02, Suffolk County, Massachusetts",705.02,Census Tract 705.02,70502,174417,0,80,Polygon,42.338623,-71.074182,3393,865,0.254936634,2446,0.720895962,1544,0.455054524,254,0.074860006,3,0.000884173,629,0.185381668,1,0.000294724
25,25025070502,379,42.3411012,-71.0737001,Tremont St at W. Dedham St,"Census Tract 705.02, Suffolk County, Massachusetts",705.02,Census Tract 705.02,70502,174417,0,322,Polygon,42.34254914,-71.07421449,3393,865,0.254936634,2446,0.720895962,1544,0.455054524,254,0.074860006,3,0.000884173,629,0.185381668,1,0.000294724
25,25025092200,260,42.2950131,-71.0661804,Fields Corner T Stop,"Census Tract 922, Suffolk County, Massachusetts",922,Census Tract 922,92200,582526,0,220,Polygon,42.2996667,-71.0605833,3602,545,0.151304831,2772,0.76957246,751,0.20849528,1255,0.348417546,19,0.005274847,665,0.184619656,4,0.001110494
25,25025092200,272,42.2950131,-71.0661804,Shawmut T Stop,"Census Tract 922, Suffolk County, Massachusetts",922,Census Tract 922,92200,582526,0,340,Polygon,42.292917,-71.06575,3602,545,0.151304831,2772,0.76957246,751,0.20849528,1255,0.348417546,19,0.005274847,665,0.184619656,4,0.001110494
17,25017353600,108,42.3805402,-71.1154601,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,"Census Tract 3536, Middlesex County, Massachusetts",3536,Census Tract 3536,353600,803489,0,34,Polygon,42.377945,-71.116865,5146,412,0.080062184,4488,0.872133696,3186,0.619121648,293,0.056937427,4,0.000777303,943,0.183249126,3,0.000582977
17,25017353600,89,42.3805402,-71.1154601,Harvard Law School at Mass Ave / Jarvis St,"Census Tract 3536, Middlesex County, Massachusetts",3536,Census Tract 3536,353600,803489,0,27,Polygon,42.379011,-71.119945,5146,412,0.080062184,4488,0.872133696,3186,0.619121648,293,0.056937427,4,0.000777303,943,0.183249126,3,0.000582977
17,25017353600,176,42.3805402,-71.1154601,Lesley University,"Census Tract 3536, Middlesex County, Massachusetts",3536,Census Tract 3536,353600,803489,0,152,Polygon,42.38674802,-71.11901879,5146,412,0.080062184,4488,0.872133696,3186,0.619121648,293,0.056937427,4,0.000777303,943,0.183249126,3,0.000582977
17,25017353600,115,42.3805402,-71.1154601,Porter Square Station,"Census Tract 3536, Middlesex County, Massachusetts",3536,Census Tract 3536,353600,803489,0,0,Polygon,42.387995,-71.119084,5146,412,0.080062184,4488,0.872133696,3186,0.619121648,293,0.056937427,4,0.000777303,943,0.183249126,3,0.000582977
17,25017373800,526,42.326281,-71.191399,Beacon at Walnut,"Census Tract 3738, Middlesex County, Massachusetts",3738,Census Tract 3738,373800,2557476,114934,466,Polygon,42.33006232,-71.20668411,6066,295,0.048631718,5512,0.908671283,4217,0.695186284,156,0.025717112,7,0.001153973,1082,0.17837125,9,0.00148368
17,25017373800,470,42.326281,-71.191399,Union St at Herrick Rd – Newton Centre Green Line,"Census Tract 3738, Middlesex County, Massachusetts",3738,Census Tract 3738,373800,2557476,114934,408,Polygon,42.32956868,-71.19367272,6066,295,0.048631718,5512,0.908671283,4217,0.695186284,156,0.025717112,7,0.001153973,1082,0.17837125,9,0.00148368
21,25021400300,531,42.3470372,-71.1269868,Harvard St and Stedman St,"Census Tract 4003, Norfolk County, Massachusetts",4003,Census Tract 4003,400300,526027,0,471,Polygon,42.34435176,-71.12490356,4310,283,0.065661253,3810,0.883990719,2940,0.682134571,78,0.018097448,2,0.000464037,761,0.176566125,0,0
21,25021400300,103,42.3470372,-71.1269868,JFK Crossing at Harvard St. / Thorndike St.,"Census Tract 4003, Norfolk County, Massachusetts",4003,Census Tract 4003,400300,526027,0,127,Polygon,42.346563,-71.128374,4310,283,0.065661253,3810,0.883990719,2940,0.682134571,78,0.018097448,2,0.000464037,761,0.176566125,0,0
25,25025090700,405,42.324115,-71.0600141,Sydney St at Carson St,"Census Tract 907, Suffolk County, Massachusetts",907,Census Tract 907,90700,1073065,0,341,Polygon,42.32039374,-71.05355408,4673,449,0.096083886,4039,0.864326985,2858,0.611598545,282,0.060346672,13,0.002781939,824,0.176332121,1,0.000213995
25,25025090700,128,42.324115,-71.0600141,E. Cottage St at Columbia Rd,"Census Tract 907, Suffolk County, Massachusetts",907,Census Tract 907,90700,1073065,0,128,Polygon,42.320561,-71.06198,4673,449,0.096083886,4039,0.864326985,2858,0.611598545,282,0.060346672,13,0.002781939,824,0.176332121,1,0.000213995
17,25017353800,221,42.3708052,-71.1096338,Verizon Innovation Hub 10 Ware Street,"Census Tract 3538, Middlesex County, Massachusetts",3538,Census Tract 3538,353800,252962,0,193,Polygon,42.37250865,-71.11305356,4177,379,0.090734977,3592,0.859947331,2624,0.628202059,199,0.047641848,1,0.000239406,734,0.175724204,6,0.001436438
17,25017353800,515,42.3708052,-71.1096338,955 Mass Ave,"Census Tract 3538, Middlesex County, Massachusetts",3538,Census Tract 3538,353800,252962,0,454,Polygon,42.36895181,-71.1099878,4177,379,0.090734977,3592,0.859947331,2624,0.628202059,199,0.047641848,1,0.000239406,734,0.175724204,6,0.001436438
17,25017354000,104,42.380987,-71.1226248,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,"Census Tract 3540, Middlesex County, Massachusetts",3540,Census Tract 3540,354000,424010,0,20,Polygon,42.380287,-71.125107,4918,350,0.071167141,4331,0.880642538,3203,0.651281009,218,0.044326962,7,0.001423343,864,0.175681171,4,0.000813339
17,25017354000,456,42.380987,-71.1226248,Graham and Parks School – Linnaean St at Walker St,"Census Tract 3540, Middlesex County, Massachusetts",3540,Census Tract 3540,354000,424010,0,400,Polygon,42.3829443,-71.12449831,4918,350,0.071167141,4331,0.880642538,3203,0.651281009,218,0.044326962,7,0.001423343,864,0.175681171,4,0.000813339
21,25021400700,191,42.3333172,-71.1248316,Tappan St at Brookline Hills MBTA,"Census Tract 4007, Norfolk County, Massachusetts",4007,Census Tract 4007,400700,605924,0,211,Polygon,42.33209606,-71.12845883,3986,267,0.066984446,3506,0.879578525,2679,0.672102358,84,0.021073758,8,0.002007025,699,0.175363773,0,0
25,25025040801,277,42.3789064,-71.0518705,Charlestown Navy Yard,"Census Tract 408.01, Suffolk County, Massachusetts",408.01,Census Tract 408.01,40801,950452,755218,250,Polygon,42.37401065,-71.05483353,4036,725,0.1796333,3169,0.78518335,2045,0.506689792,393,0.097373637,7,0.00173439,703,0.174182359,2,0.00049554
25,25025040801,281,42.3789064,-71.0518705,Medford St at Charlestown BCYF,"Census Tract 408.01, Suffolk County, Massachusetts",408.01,Census Tract 408.01,40801,950452,755218,247,Polygon,42.380584,-71.060875,4036,725,0.1796333,3169,0.78518335,2045,0.506689792,393,0.097373637,7,0.00173439,703,0.174182359,2,0.00049554
25,25025040801,129,42.3789064,-71.0518705,Hayes Square at Vine St.,"Census Tract 408.01, Suffolk County, Massachusetts",408.01,Census Tract 408.01,40801,950452,755218,88,Polygon,42.377022,-71.056605,4036,725,0.1796333,3169,0.78518335,2045,0.506689792,393,0.097373637,7,0.00173439,703,0.174182359,2,0.00049554
25,25025040801,85,42.3789064,-71.0518705,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,"Census Tract 408.01, Suffolk County, Massachusetts",408.01,Census Tract 408.01,40801,950452,755218,37,Polygon,42.378338,-71.048927,4036,725,0.1796333,3169,0.78518335,2045,0.506689792,393,0.097373637,7,0.00173439,703,0.174182359,2,0.00049554
25,25025040801,358,42.3789064,-71.0518705,Medford St at Charlestown BCYF,"Census Tract 408.01, Suffolk County, Massachusetts",408.01,Census Tract 408.01,40801,950452,755218,305,Polygon,42.38042947,-71.06055722,4036,725,0.1796333,3169,0.78518335,2045,0.506689792,393,0.097373637,7,0.00173439,703,0.174182359,2,0.00049554
25,25025040801,356,42.3789064,-71.0518705,Charlestown Navy Yard,"Census Tract 408.01, Suffolk County, Massachusetts",408.01,Census Tract 408.01,40801,950452,755218,296,Polygon,42.37412455,-71.054812,4036,725,0.1796333,3169,0.78518335,2045,0.506689792,393,0.097373637,7,0.00173439,703,0.174182359,2,0.00049554
17,25017373200,525,42.3609087,-71.2010291,California at Chapel,"Census Tract 3732, Middlesex County, Massachusetts",3732,Census Tract 3732,373200,1277471,13734,465,Polygon,42.36514871,-71.20236039,4789,426,0.088953853,4108,0.857799123,3065,0.640008352,129,0.02693673,4,0.000835247,834,0.174149092,0,0
17,25017373200,468,42.3609087,-71.2010291,Nonantum Library,"Census Tract 3732, Middlesex County, Massachusetts",3732,Census Tract 3732,373200,1277471,13734,410,Polygon,42.36068456,-71.201462,4789,426,0.088953853,4108,0.857799123,3065,0.640008352,129,0.02693673,4,0.000835247,834,0.174149092,0,0
25,25025020305,109,42.366777,-71.0645674,TD Garden - Causeway at Portal Park #1,"Census Tract 203.05, Suffolk County, Massachusetts",203.05,Census Tract 203.05,20305,297773,71961,44,Polygon,42.365942,-71.060515,3633,277,0.076245527,3229,0.888797137,2376,0.654004955,167,0.04596752,7,0.001926782,625,0.172034132,0,0
25,25025020305,38,42.366777,-71.0645674,TD Garden - Causeway at Portal Park #2,"Census Tract 203.05, Suffolk County, Massachusetts",203.05,Census Tract 203.05,20305,297773,71961,36,Polygon,42.366222,-71.059914,3633,277,0.076245527,3229,0.888797137,2376,0.654004955,167,0.04596752,7,0.001926782,625,0.172034132,0,0
25,25025020305,190,42.366777,-71.0645674,Nashua Street at Red Auerbach Way,"Census Tract 203.05, Suffolk County, Massachusetts",203.05,Census Tract 203.05,20305,297773,71961,156,Polygon,42.36559771,-71.06424809,3633,277,0.076245527,3229,0.888797137,2376,0.654004955,167,0.04596752,7,0.001926782,625,0.172034132,0,0
21,25021400100,233,42.3468097,-71.1126351,St Mary's,"Census Tract 4001, Norfolk County, Massachusetts",4001,Census Tract 4001,400100,861501,12178,226,Polygon,42.34619708,-71.10728681,5548,460,0.082912761,4788,0.863013699,3566,0.642754146,233,0.041997116,5,0.000901226,954,0.171953857,0,0
21,25021400100,453,42.3468097,-71.1126351,Beacon St at Hawes St,"Census Tract 4001, Norfolk County, Massachusetts",4001,Census Tract 4001,400100,861501,12178,394,Polygon,42.34496783,-71.11040177,5548,460,0.082912761,4788,0.863013699,3566,0.642754146,233,0.041997116,5,0.000901226,954,0.171953857,0,0
21,25021400100,452,42.3468097,-71.1126351,Beacon St at St. Paul St,"Census Tract 4001, Norfolk County, Massachusetts",4001,Census Tract 4001,400100,861501,12178,393,Polygon,42.34373095,-71.11614107,5548,460,0.082912761,4788,0.863013699,3566,0.642754146,233,0.041997116,5,0.000901226,954,0.171953857,0,0
17,25017352200,582,42.3719651,-71.085125,Gore Street at Lambert Street,"Census Tract 3522, Middlesex County, Massachusetts",3522,Census Tract 3522,352200,145606,0,515,Polygon,42.3730798,-71.08634234,1999,214,0.107053527,1696,0.848424212,1154,0.577288644,169,0.084542271,6,0.003001501,342,0.171085543,0,0
17,25017353000,386,42.3677877,-71.1032789,Sennott Park  Broadway at Norfolk Street,"Census Tract 3530, Middlesex County, Massachusetts",3530,Census Tract 3530,353000,268135,0,326,Polygon,42.36860524,-71.09930186,2968,284,0.095687332,2523,0.850067385,1686,0.568059299,308,0.103773585,3,0.001010782,506,0.170485175,0,0
17,25017353000,68,42.3677877,-71.1032789,Central Square at Mass Ave / Essex St,"Census Tract 3530, Middlesex County, Massachusetts",3530,Census Tract 3530,353000,268135,0,5,Polygon,42.36507,-71.1031,2968,284,0.095687332,2523,0.850067385,1686,0.568059299,308,0.103773585,3,0.001010782,506,0.170485175,0,0
17,25017351500,78,42.3771183,-71.0846053,Union Square - Somerville,"Census Tract 3515, Middlesex County, Massachusetts",3515,Census Tract 3515,351500,1388287,0,73,Polygon,42.379637,-71.095319,2464,376,0.152597403,1882,0.763798701,1248,0.506493506,142,0.05762987,0,0,418,0.169642857,0,0
17,25017351500,497,42.3771183,-71.0846053,Washington St @ New Washington St (Temp Winter Station),"Census Tract 3515, Middlesex County, Massachusetts",3515,Census Tract 3515,351500,1388287,0,436,Polygon,42.381056,-71.087083,2464,376,0.152597403,1882,0.763798701,1248,0.506493506,142,0.05762987,0,0,418,0.169642857,0,0
21,25021400600,450,42.3322718,-71.137614,Beacon St at Englewood Ave,"Census Tract 4006, Norfolk County, Massachusetts",4006,Census Tract 4006,400600,1226101,553,392,Polygon,42.33736915,-71.14485977,5492,363,0.06609614,4880,0.888565186,3837,0.698652586,80,0.014566642,1,0.000182083,928,0.168973052,3,0.000546249
21,25021400401,69,42.3425231,-71.1281222,Coolidge Corner - Beacon St @ Centre St,"Census Tract 4004.01, Norfolk County, Massachusetts",4004.01,Census Tract 4004.01,400401,330639,0,130,Polygon,42.341598,-71.123338,3890,219,0.056298201,3488,0.896658098,2766,0.711053985,49,0.012596401,0,0,655,0.168380463,0,0
17,25017373300,528,42.3569701,-71.2089979,Washington St at Walnut St,"Census Tract 3733, Middlesex County, Massachusetts",3733,Census Tract 3733,373300,1253168,15068,468,Polygon,42.35145812,-71.20764971,3100,121,0.039032258,2828,0.912258065,2219,0.715806452,61,0.019677419,2,0.000645161,517,0.166774194,0,0
17,25017373300,467,42.3569701,-71.2089979,Washington St at Crafts St,"Census Tract 3733, Middlesex County, Massachusetts",3733,Census Tract 3733,373300,1253168,15068,409,Polygon,42.35389024,-71.19943707,3100,121,0.039032258,2828,0.912258065,2219,0.715806452,61,0.019677419,2,0.000645161,517,0.166774194,0,0
25,25025071101,13,42.3359523,-71.0727888,Boston Medical Center -  East Concord at Harrison Ave,"Census Tract 711.01, Suffolk County, Massachusetts",711.01,Census Tract 711.01,71101,359031,0,93,Polygon,42.336437,-71.073089,4111,547,0.13305765,3406,0.828508879,2077,0.505229871,596,0.144976891,16,0.003891997,679,0.165166626,5,0.001216249
17,25017352400,566,42.3650343,-71.0934341,Main Street/Albany Street/Technology Square,"Census Tract 3524, Middlesex County, Massachusetts",3524,Census Tract 3524,352400,225079,0,504,Polygon,42.3629016,-71.0915669,1879,297,0.158062799,1513,0.80521554,400,0.212879191,772,0.410856839,6,0.003193188,304,0.161788185,1,0.000532198
17,25017352400,240,42.3650343,-71.0934341,Harvard St at Greene-Rose Heritage Park,"Census Tract 3524, Middlesex County, Massachusetts",3524,Census Tract 3524,352400,225079,0,225,Polygon,42.36599406,-71.09516323,1879,297,0.158062799,1513,0.80521554,400,0.212879191,772,0.410856839,6,0.003193188,304,0.161788185,1,0.000532198
17,25017352400,335,42.3650343,-71.0934341,Harvard St at Greene-Rose Heritage Park,"Census Tract 3524, Middlesex County, Massachusetts",3524,Census Tract 3524,352400,225079,0,273,Polygon,42.36599433,-71.09522222,1879,297,0.158062799,1513,0.80521554,400,0.212879191,772,0.410856839,6,0.003193188,304,0.161788185,1,0.000532198
17,25017373600,486,42.3300314,-71.1743265,Langley Lot,"Census Tract 3736, Middlesex County, Massachusetts",3736,Census Tract 3736,373600,3007639,92136,429,Polygon,42.330528,-71.192861,6132,230,0.037508154,5757,0.938845401,4185,0.682485323,498,0.081213307,1,0.000163079,986,0.160795825,0,0
17,25017373100,466,42.3557326,-71.1844188,Centre St at Washington St,"Census Tract 3731, Middlesex County, Massachusetts",3731,Census Tract 3731,373100,1648775,69057,412,Polygon,42.35574335,-71.18641943,5113,308,0.060238607,4506,0.881283004,3520,0.688441228,111,0.021709368,3,0.00058674,819,0.160179934,2,0.00039116
17,25017373100,469,42.3557326,-71.1844188,Bacon St at Washington St,"Census Tract 3731, Middlesex County, Massachusetts",3731,Census Tract 3731,373100,1648775,69057,411,Polygon,42.35711921,-71.18604537,5113,308,0.060238607,4506,0.881283004,3520,0.688441228,111,0.021709368,3,0.00058674,819,0.160179934,2,0.00039116
17,25017370103,458,42.3684134,-71.187865,Watertown Sq,"Census Tract 3701.03, Middlesex County, Massachusetts",3701.03,Census Tract 3701.03,370103,643988,25693,398,Polygon,42.36526032,-71.18573325,3544,247,0.06969526,3110,0.877539503,2322,0.655191874,181,0.051072235,3,0.000846501,556,0.156884876,0,0
17,25017370103,494,42.3684134,-71.187865,Watertown Town Hall,"Census Tract 3701.03, Middlesex County, Massachusetts",3701.03,Census Tract 3701.03,370103,643988,25693,435,Polygon,42.367621,-71.187936,3544,247,0.06969526,3110,0.877539503,2322,0.655191874,181,0.051072235,3,0.000846501,556,0.156884876,0,0
17,25017350600,111,42.4046388,-71.1220426,Packard Ave / Powderhouse Blvd,"Census Tract 3506, Middlesex County, Massachusetts",3506,Census Tract 3506,350600,516247,0,109,Polygon,42.40449,-71.123413,4788,432,0.090225564,4105,0.857351713,3154,0.658730159,183,0.038220551,3,0.000626566,750,0.156641604,0,0
21,25021401000,187,42.3276898,-71.1196273,Cypress St at Clark Playground,"Census Tract 4010, Norfolk County, Massachusetts",4010,Census Tract 4010,401000,639191,6116,212,Polygon,42.32784318,-71.12536222,3534,312,0.088285229,3012,0.85229202,2209,0.625070741,233,0.065930956,1,0.000282965,553,0.156479909,0,0
21,25021401000,401,42.3276898,-71.1196273,High St at Cypress St,"Census Tract 4010, Norfolk County, Massachusetts",4010,Census Tract 4010,401000,639191,6116,348,Polygon,42.32538436,-71.12177596,3534,312,0.088285229,3012,0.85229202,2209,0.625070741,233,0.065930956,1,0.000282965,553,0.156479909,0,0
17,25017359400,76,42.3636223,-71.1121707,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,"Census Tract 3594, Middlesex County, Massachusetts",3594,Census Tract 3594,359400,576837,27034,8,Polygon,42.366426,-71.105495,6754,606,0.089724608,5737,0.849422564,3530,0.522653243,1086,0.160793604,3,0.000444181,1049,0.155315369,1,0.00014806
17,25017374200,524,42.3237866,-71.2133136,Newton Highlands T,"Census Tract 3742, Middlesex County, Massachusetts",3742,Census Tract 3742,374200,2044217,0,463,Polygon,42.32206566,-71.20637298,4311,233,0.054047785,3860,0.895383902,3108,0.720946416,70,0.016237532,4,0.000927859,660,0.153096729,0,0
21,25021400402,451,42.3418576,-71.1351672,Washington Sq,"Census Tract 4004.02, Norfolk County, Massachusetts",4004.02,Census Tract 4004.02,400402,440221,0,395,Polygon,42.33940659,-71.13489642,2045,120,0.058679707,1791,0.875794621,1452,0.71002445,26,0.012713936,0,0,308,0.150611247,0,0
21,25021400402,82,42.3418576,-71.1351672,Washington Square at Washington St. / Beacon St.,"Census Tract 4004.02, Norfolk County, Massachusetts",4004.02,Census Tract 4004.02,400402,440221,0,136,Polygon,42.339335,-71.13493,2045,120,0.058679707,1791,0.875794621,1452,0.71002445,26,0.012713936,0,0,308,0.150611247,0,0
25,25025000505,264,42.3431835,-71.1411123,Washington St at Egremont Rd,"Census Tract 5.05, Suffolk County, Massachusetts",5.05,Census Tract 5.05,505,144386,0,207,Polygon,42.3429444,-71.1413333,2196,243,0.110655738,1876,0.85428051,1383,0.629781421,142,0.064663024,0,0,328,0.149362477,0,0
25,25025000505,354,42.3431835,-71.1411123,Washington St at Egremont Rd,"Census Tract 5.05, Suffolk County, Massachusetts",5.05,Census Tract 5.05,505,144386,0,298,Polygon,42.34286835,-71.14127841,2196,243,0.110655738,1876,0.85428051,1383,0.629781421,142,0.064663024,0,0,328,0.149362477,0,0
17,25017351001,99,42.3872488,-71.1137185,Wilson Square,"Census Tract 3510.01, Middlesex County, Massachusetts",3510.01,Census Tract 3510.01,351001,394515,0,64,Polygon,42.385582,-71.113341,4083,285,0.069801616,3621,0.886847906,2914,0.713690914,74,0.018123928,5,0.00122459,602,0.147440607,3,0.000734754
17,25017351001,409,42.3872488,-71.1137185,Elm St at White St,"Census Tract 3510.01, Middlesex County, Massachusetts",3510.01,Census Tract 3510.01,351001,394515,0,354,Polygon,42.38952436,-71.1169414,4083,285,0.069801616,3621,0.886847906,2914,0.713690914,74,0.018123928,5,0.00122459,602,0.147440607,3,0.000734754
17,25017351001,407,42.3872488,-71.1137185,Craigie at Summer St,"Census Tract 3510.01, Middlesex County, Massachusetts",3510.01,Census Tract 3510.01,351001,394515,0,353,Polygon,42.38830554,-71.11067977,4083,285,0.069801616,3621,0.886847906,2914,0.713690914,74,0.018123928,5,0.00122459,602,0.147440607,3,0.000734754
25,25025010600,21,42.3476422,-71.0793745,Prudential Center / Belvidere,"Census Tract 106, Suffolk County, Massachusetts",106,Census Tract 106,10600,339678,0,48,Polygon,42.345959,-71.082578,3529,249,0.070558232,3141,0.89005384,2472,0.700481723,149,0.042221593,0,0,507,0.143666761,1,0.000283366
25,25025010600,415,42.3476422,-71.0793745,Stuart St at Berkeley St,"Census Tract 106, Suffolk County, Massachusetts",106,Census Tract 106,10600,339678,0,363,Polygon,42.34954403,-71.07242074,3529,249,0.070558232,3141,0.89005384,2472,0.700481723,149,0.042221593,0,0,507,0.143666761,1,0.000283366
25,25025010600,16,42.3476422,-71.0793745,Back Bay / South End Station,"Census Tract 106, Suffolk County, Massachusetts",106,Census Tract 106,10600,339678,0,43,Polygon,42.34807412,-71.07657015,3529,249,0.070558232,3141,0.89005384,2472,0.700481723,149,0.042221593,0,0,507,0.143666761,1,0.000283366
25,25025010600,352,42.3476422,-71.0793745,Ring Rd,"Census Tract 106, Suffolk County, Massachusetts",106,Census Tract 106,10600,339678,0,290,Polygon,42.34827839,-71.08044855,3529,249,0.070558232,3141,0.89005384,2472,0.700481723,149,0.042221593,0,0,507,0.143666761,1,0.000283366
25,25025010600,36,42.3476422,-71.0793745,Boston Public Library - 700 Boylston St.,"Census Tract 106, Suffolk County, Massachusetts",106,Census Tract 106,10600,339678,0,13,Polygon,42.349673,-71.077303,3529,249,0.070558232,3141,0.89005384,2472,0.700481723,149,0.042221593,0,0,507,0.143666761,1,0.000283366
25,25025110105,442,42.2988673,-71.1114074,Hyde Park Ave at Walk Hill St,"Census Tract 1101.05, Suffolk County, Massachusetts",1101.05,Census Tract 1101.05,110105,348074,0,387,Polygon,42.29606705,-71.116012,2120,281,0.13254717,1719,0.810849057,1233,0.581603774,158,0.074528302,1,0.000471698,302,0.14245283,2,0.000943396
25,25025071201,26,42.3397875,-71.0670373,Washington St. at Waltham St.,"Census Tract 712.01, Suffolk County, Massachusetts",712.01,Census Tract 712.01,71201,412277,0,106,Polygon,42.341522,-71.068922,3514,809,0.230221969,2575,0.732783153,1452,0.413204326,593,0.168753557,4,0.001138304,497,0.141434263,0,0
25,25025071201,385,42.3397875,-71.0670373,Albany St at E. Brookline St,"Census Tract 712.01, Suffolk County, Massachusetts",712.01,Census Tract 712.01,71201,412277,0,325,Polygon,42.33664795,-71.0689446,3514,809,0.230221969,2575,0.732783153,1452,0.413204326,593,0.168753557,4,0.001138304,497,0.141434263,0,0
25,25025071201,491,42.3397875,-71.0670373,Harrison Ave at E. Dedham St,"Census Tract 712.01, Suffolk County, Massachusetts",712.01,Census Tract 712.01,71201,412277,0,433,Polygon,42.339194,-71.06975,3514,809,0.230221969,2575,0.732783153,1452,0.413204326,593,0.168753557,4,0.001138304,497,0.141434263,0,0
